tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt12393526 ,Bulbbul                                                   ,     2020 ,          6.6 ,16K
tt3754704  ,Buno Haansh                                               ,     2014 ,          6.6 ,1K
tt0448206  ,Bunty Aur Babli                                           ,     2005 ,          6.2 ,8.4K
tt2071613  ,Business Man                                              ,     2012 ,          7.2 ,12K
tt1723596  ,Byomkesh Bakshi                                           ,     2010 ,          7.4 ,1.1K
tt12677092 ,C U Soon                                                  ,     2020 ,          7.6 ,7K
tt32424592 ,C.D: Criminal or Devil                                    ,     2024 ,          7.5 ,1.3K
tt0377575  ,C.I.D. Moosa                                              ,     2003 ,          8   ,2.4K
tt7391996  ,C/o Kancharapalem                                         ,     2018 ,          8.8 ,8.5K
tt33772755 ,C202                                                      ,     2024 ,          7.8 ,2.2K
tt5925772  ,CIA: Comrade in America                                   ,     2017 ,          6.4 ,3.6K
tt12736014 ,CTRL                                                      ,     2024 ,          6.2 ,5.9K
tt11102262 ,Cadaver                                                   ,     2022 ,          6.5 ,3.9K
tt22170036 ,Captain Miller                                            ,     2024 ,          6.5 ,8.5K
tt6650364  ,Carbon                                                    ,     2018 ,          6.8 ,1.4K
tt8206708  ,Carry On Jatta 2                                          ,     2018 ,          6.8 ,1.5K
tt2245544  ,Carry on Jatta                                            ,     2012 ,          8.3 ,3.8K
tt15373762 ,Case 30                                                   ,     2023 ,          7.1 ,1.2K
tt15831978 ,Cash                                                      ,     2021 ,          6.5 ,4.5K
tt6779396  ,Cash on Delivery                                          ,     2017 ,          6.6 ,1K
tt2717168  ,Celluloid                                                 ,     2013 ,          7.7 ,1.5K
tt9610262  ,Chaal Jeevi Laiye                                         ,     2019 ,          8.7 ,1.7K
tt0122427  ,Chaalbaaz                                                 ,     1989 ,          6.8 ,1.9K
tt6531872  ,Chaamp                                                    ,     2017 ,          6.5 ,1.1K
tt2004191  ,Chaappa Kurish                                            ,     2011 ,          7.1 ,1.4K
tt27626564 ,Chaar Lugaai                                              ,     2023 ,          7.9 ,1.6K
tt4168188  ,Chaar Sahibzaade                                          ,     2014 ,          7.7 ,8K
tt0233422  ,Chachi 420                                                ,     1997 ,          7.4 ,14K
tt0871510  ,Chak De! India                                            ,     2007 ,          8.1 ,87K
tt11640022 ,Chakra                                                    ,     2021 ,          6.3 ,5.3K
tt0455385  ,Chakram                                                   ,     2005 ,          6.1 ,1.2K
tt6387472  ,Chakravarthy                                              ,     2017 ,          6.3 ,1.2K
tt2292625  ,Chakravyuh                                                ,     2012 ,          6.8 ,3.5K
tt5349428  ,Chakravyuha                                               ,     2016 ,          6.7 ,1.1K
tt27906902 ,Chakravyuham: The Trap                                    ,     2023 ,          7.1 ,9.3K
tt8185004  ,Chal Man Jeetva Jaiye                                     ,     2017 ,          8.5 ,1.1K
tt10623524 ,Chal Mera Putt                                            ,     2019 ,          7.5 ,3.1K
tt11737772 ,Chal Mera Putt 2                                          ,     2020 ,          8.8 ,3.5K
tt14156154 ,Chal Mera Putt 3                                          ,     2021 ,          7   ,1.8K
tt0467003  ,Challenge                                                 ,     2004 ,          7.4 ,2.7K
tt7589670  ,Chalo                                                     ,     2018 ,          6.3 ,1.6K
tt1884268  ,Chalo Dilli                                               ,     2011 ,          6.8 ,3.6K
tt15840188 ,Chalo Premiddam                                           ,     2021 ,          7.5 ,1.6K
tt0346723  ,Chalte Chalte                                             ,     2003 ,          6.5 ,17K
tt0128985  ,Chalti Ka Naam Gaadi                                      ,     1958 ,          7.9 ,1.9K
tt8747450  ,Chaman Bahaar                                             ,     2020 ,          6.9 ,11K
tt0126234  ,Chamatkar                                                 ,     1992 ,          6.5 ,7.4K
tt0383975  ,Chameli                                                   ,     2003 ,          6.8 ,2.6K
tt0090812  ,Chameli Ki Shaadi                                         ,     1986 ,          7.5 ,1.8K
tt10084190 ,Chandigarh Amritsar Chandigarh                            ,     2019 ,          6.2 ,2.4K
tt12861850 ,Chandigarh Kare Aashiqui                                  ,     2021 ,          6.7 ,16K
tt0097045  ,Chandni                                                   ,     1989 ,          6.7 ,2.2K
tt0267363  ,Chandni Bar                                               ,     2001 ,          7.6 ,2.9K
tt0289893  ,Chandralekha                                              ,     1997 ,          7.6 ,1.4K
tt0449869  ,Chandramukhi                                              ,     2005 ,          7.2 ,7.5K
tt27470893 ,Chandu Champion                                           ,     2024 ,          7.8 ,34K
tt26744184 ,Chaos                                                     ,     2023 ,          7.3 ,1.1K
tt5082014  ,Charlie                                                   ,     2015 ,          8.1 ,14K
tt0057935  ,Charulata                                                 ,     1964 ,          8.1 ,7.5K
tt7564016  ,Chase in the dark                                         ,     2022 ,          7.9 ,1.7K
tt0082162  ,Chashme Buddoor                                           ,     1981 ,          7.9 ,2.7K
tt0843328  ,Chatrapathi                                               ,     2005 ,          7.6 ,6.1K
tt23183388 ,Chaver                                                    ,     2023 ,          6.2 ,2.5K
tt28710161 ,Che                                                       ,     2023 ,          8.1 ,1.6K
tt29173745 ,Cheater                                                   ,     2023 ,          6.6 ,3.1K
tt13199716 ,Check                                                     ,     2021 ,          6.4 ,2.5K
tt28362963 ,Checkmate                                                 ,     2023 ,          7.6 ,25K
tt26659737 ,Cheddy Gang Tamasha                                       ,     2023 ,          7.9 ,2.8K
tt29026239 ,Cheena Trophy                                             ,     2023 ,          6.8 ,3.9K
tt0976026  ,Cheeni Kum                                                ,     2007 ,          6.8 ,5.8K
tt10309902 ,Chehre                                                    ,     2021 ,          6.2 ,28K
tt7892050  ,Chekka Chivantha Vaanam                                   ,     2018 ,          7.2 ,7.1K
tt19712072 ,Chengiz                                                   ,     2023 ,          7.6 ,6.1K
tt1496380  ,Chennai 600028                                            ,     2007 ,          7.9 ,2.7K
tt6317052  ,Chennai 600028 II: Second Innings                         ,     2016 ,          6.9 ,1.4K
tt2112124  ,Chennai Express                                           ,     2013 ,          6.2 ,67K
tt18163024 ,Cherasaala                                                ,     2022 ,          8.6 ,2K
tt27922706 ,Chhaava                                                   ,     2025 ,          8   ,21K
tt8983164  ,Chhalaang                                                 ,     2020 ,          6.7 ,20K
tt21309170 ,Chhalla Mud Ke Nahi Aaya                                  ,     2022 ,          7.6 ,1.1K
tt11134856 ,Chhappad Phaad Ke                                         ,     2019 ,          6.2 ,1.5K
tt15516226 ,Chhatriwali                                               ,     2023 ,          6.6 ,11K
tt5086104  ,Chhello Divas: A New Beginning                            ,     2015 ,          8.3 ,3.4K
tt9052870  ,Chhichhore                                                ,     2019 ,          8.3 ,67K
tt12861212 ,Chhorii                                                   ,     2021 ,          6.7 ,6.4K
tt0072777  ,Chhoti Si Baat                                            ,     1976 ,          8.3 ,4.7K
tt8688912  ,Chi La Sow?                                               ,     2018 ,          7.7 ,2.1K
tt3369670  ,Children of War                                           ,     2014 ,          6.6 ,1.3K
tt1841542  ,Children's Party                                          ,     2011 ,          7.5 ,8.9K
tt0210609  ,China Gate                                                ,     1998 ,          6.6 ,1.9K
tt0377643  ,Chinthavishtayaya Shyamala                                ,     1998 ,          8   ,1.5K
tt8472964  ,Chintu Ka Birthday                                        ,     2020 ,          7.7 ,4.8K
tt8976464  ,Chippa                                                    ,     2019 ,          6.6 ,1.2K
tt27540185 ,Chithha                                                   ,     2023 ,          8.2 ,8.6K
tt0214585  ,Chithram                                                  ,     1988 ,          8.6 ,6.4K
tt9165332  ,Chitralahari                                              ,     2019 ,          7.1 ,2.8K
tt21051458 ,Chittam Maharani                                          ,     2022 ,          6.4 ,1.9K
tt32856857 ,Chitti - Potti                                            ,     2024 ,          9   ,1.7K
tt0366304  ,Choker Bali: A Passion Play                               ,     2003 ,          7.1 ,2K
tt10243678 ,Chopsticks                                                ,     2019 ,          6.5 ,5.4K
tt22297828 ,Chor Nikal Ke Bhaga                                       ,     2023 ,          7.2 ,55K
tt0924213  ,Chota Mumbai                                              ,     2007 ,          7   ,1.7K
tt4115752  ,Chotushkone                                               ,     2014 ,          8.2 ,4.2K
tt27384970 ,Chow Chow Bath                                            ,     2024 ,          7.1 ,1.2K
tt15654262 ,Chup                                                      ,     2022 ,          7.5 ,26K
tt0464160  ,Chup Chup Ke                                              ,     2006 ,          7   ,14K
tt0072783  ,Chupke Chupke                                             ,     1975 ,          8.3 ,14K
tt12625756 ,Churuli                                                   ,     2021 ,          7   ,5.5K
tt14554338 ,Cinema Bandi                                              ,     2021 ,          7.8 ,3.2K
tt27746058 ,Circle                                                    ,     2023 ,          7.2 ,1.5K
tt1039952  ,Citizen                                                   ,     2001 ,          7.2 ,3.7K
tt3709344  ,CityLights                                                ,     2014 ,          7.3 ,5.6K
tt0867145  ,Classmates                                                ,     2006 ,          8.1 ,4.4K
tt30836377 ,Click                                                     ,     2024 ,          8.6 ,1.1K
tt14097376 ,Climax                                                    ,     2021 ,          7.2 ,2.5K
tt23379618 ,Clue                                                      ,     2022 ,          7.4 ,2K
tt15211098 ,Clue: A Love Thriller                                     ,     2021 ,          7   ,2.1K
tt15314640 ,Cobalt Blue                                               ,     2022 ,          6.5 ,2.7K
tt9466814  ,Cobra                                                     ,     2022 ,          6   ,9.9K
tt13391696 ,Cold Case                                                 ,     2021 ,          6.1 ,4.8K
tt13097434 ,Colour Photo                                              ,     2020 ,          8.1 ,6.5K
tt10711648 ,Comali                                                    ,     2019 ,          6.9 ,4.3K
tt12758600 ,Comedy Couple                                             ,     2020 ,          7.3 ,3.6K
tt2658126  ,Commando                                                  ,     2013 ,          6.3 ,6.2K
tt21654326 ,Commitment                                                ,     2022 ,          7.8 ,1K
tt29959142 ,Committee Kurrollu                                        ,     2024 ,          8.6 ,3K
tt0296574  ,Company                                                   ,     2002 ,          8   ,17K
tt29230279 ,Conjuring Kannappan                                       ,     2023 ,          6.1 ,1.2K
tt0085361  ,Coolie                                                    ,     1983 ,          6.6 ,2.8K
tt0101616  ,Coolie No. 1                                              ,     1995 ,          6.6 ,6K
tt24683702 ,Corona Papers                                             ,     2023 ,          6.4 ,1.7K
tt0488381  ,Corporate                                                 ,     2006 ,          6.6 ,2.2K
tt3717068  ,Court                                                     ,     2014 ,          7.6 ,5.5K
tt30798612 ,Crazxy                                                    ,     2025 ,          8.5 ,13K
tt30460694 ,Currency Nagar                                            ,     2023 ,          8.6 ,2.1K
tt0454435  ,D                                                         ,     2005 ,          6.8 ,1.3K
tt2385104  ,D-Day                                                     ,     2013 ,          7.2 ,10K
tt27510150 ,DD Returns                                                ,     2023 ,          6.2 ,1.9K
tt13245502 ,DJ Tillu                                                  ,     2022 ,          7.2 ,4K
tt27957740 ,Daaku Maharaaj                                            ,     2025 ,          6   ,3.4K
tt18372380 ,Daari                                                     ,     2022 ,          7.6 ,2.6K
tt27736430 ,Daaru Na Peenda Hove                                      ,     2024 ,          7.7 ,2.3K
tt3398052  ,Daawat-e-Ishq                                             ,     2014 ,          6.1 ,6.3K
tt1620719  ,Dabangg                                                   ,     2010 ,          6.3 ,35K
tt25405130 ,Dada                                                      ,     2023 ,          8.1 ,6.9K
tt6926486  ,Daddy                                                     ,     2017 ,          6.4 ,2.2K
tt15242712 ,Dahanam                                                   ,     2023 ,          8.8 ,2.2K
tt26654506 ,Dalari                                                    ,     2023 ,          7.7 ,2.1K
tt17592606 ,Daman                                                     ,     2022 ,          8.6 ,14K
tt9766160  ,Damayanthi                                                ,     2019 ,          6.2 ,1.4K
tt0106655  ,Damini                                                    ,     1993 ,          7.8 ,4.2K
tt5074352  ,Dangal                                                    ,     2016 ,          8.3 ,223K
tt15840614 ,Darja                                                     ,     2022 ,          6.5 ,2K
tt6143422  ,Dark Wind                                                 ,     2017 ,          7.9 ,1.7K
tt1649303  ,Darling                                                   ,     2010 ,          7.4 ,4.4K
tt4087850  ,Darling                                                   ,     2015 ,          6   ,1K
tt14152140 ,Darlings                                                  ,     2022 ,          6.6 ,22K
tt0349333  ,Darna Mana Hai                                            ,     2003 ,          6.3 ,4.1K
tt0109555  ,Darr                                                      ,     1993 ,          7.6 ,26K
tt32341602 ,Darshini                                                  ,     2024 ,          8.8 ,2.1K
tt23745844 ,Das Ka Dhamki                                             ,     2023 ,          6.1 ,2K
tt15440322 ,Dasara                                                    ,     2023 ,          6.6 ,11K
tt0479651  ,Dasavatharam                                              ,     2008 ,          7.3 ,11K
tt0237138  ,Dasharatham                                               ,     1989 ,          8.5 ,2.5K
tt14107554 ,Dasvi                                                     ,     2022 ,          7.4 ,62K
tt1288638  ,Dasvidaniya                                               ,     2008 ,          7.8 ,6.7K
tt2358412  ,David                                                     ,     2013 ,          6.2 ,2.9K
tt0065417  ,Days and Nights in the Forest                             ,     1970 ,          8.1 ,3K
tt8647400  ,De De Pyaar De                                            ,     2019 ,          6.5 ,9.3K
tt21223140 ,Dead Line                                                 ,     2023 ,          7.6 ,1.6K
tt8388508  ,Dear Comrade                                              ,     2019 ,          7.3 ,11K
tt34500787 ,Dear Krishna                                              ,     2025 ,          7.9 ,4K
tt5946128  ,Dear Zindagi                                              ,     2016 ,          7.4 ,45K
tt14189076 ,Declaration                                               ,     2022 ,          6.4 ,4.9K
tt2675978  ,Dedh Ishqiya                                              ,     2014 ,          7   ,7.6K
tt0072860  ,Deewaar                                                   ,     1975 ,          8   ,12K
tt0126871  ,Deewana                                                   ,     1992 ,          6.7 ,7.7K
tt0118957  ,Deewana Mastana                                           ,     1997 ,          6.7 ,3.1K
tt0337971  ,Deewangee                                                 ,     2002 ,          6.5 ,3.2K
tt15387160 ,Degala Babji                                              ,     2022 ,          6.2 ,1.3K
tt1857670  ,Deiva Thirumagal                                          ,     2011 ,          8.2 ,6.8K
tt15097330 ,Deja Vu                                                   ,     2022 ,          6.6 ,1.6K
tt1934231  ,Delhi Belly                                               ,     2011 ,          7.6 ,33K
tt1043451  ,Delhi-6                                                   ,     2009 ,          6.2 ,8.7K
tt30486891 ,Delivery Boy                                              ,     2024 ,          8.3 ,1.1K
tt4701688  ,Demonte Colony                                            ,     2015 ,          7   ,3.5K
tt25151410 ,Demonte Colony 2                                          ,     2024 ,          6.6 ,4.4K
tt2085783  ,Deool                                                     ,     2011 ,          8.2 ,1.8K
tt0843335  ,Desamuduru                                                ,     2007 ,          6.2 ,2.6K
tt3447364  ,Detective Byomkesh Bakshy!                                ,     2015 ,          7.6 ,25K
tt0364303  ,Dev                                                       ,     2004 ,          6.7 ,1.5K
tt1327035  ,Dev.D                                                     ,     2009 ,          7.9 ,33K
tt27852049 ,Deva                                                      ,     2025 ,          7.5 ,19K
tt8661814  ,Devadas                                                   ,     2018 ,          6.5 ,2.4K
tt0280599  ,Devadoothan                                               ,     2000 ,          7.7 ,1.5K
tt26637593 ,Devaki Nandana Vasudeva                                   ,     2024 ,          8.9 ,2.7K
tt11821912 ,Devara Part 1                                             ,     2024 ,          6   ,20K
tt14212744 ,Devarakondalo Vijay Premakatha                            ,     2021 ,          6   ,1K
tt0291855  ,Devasuram                                                 ,     1993 ,          8.7 ,6.7K
tt0238936  ,Devdas                                                    ,     2002 ,          7.5 ,49K
tt0047990  ,Devdas                                                    ,     1955 ,          7.7 ,2.1K
tt6114940  ,Devi                                                      ,     2016 ,          6.2 ,1.2K
tt14989988 ,Devil                                                     ,     2023 ,          6.5 ,3.4K
tt14039792 ,Devineni                                                  ,     2021 ,          8   ,1.2K
tt13635908 ,Deyyamtho Sahajeevanam                                    ,     2022 ,          7.2 ,1.1K
tt0255111  ,Dhadkan                                                   ,     2000 ,          6.5 ,8.4K
tt20228436 ,Dhagad Saamba                                             ,     2022 ,          7.8 ,2.1K
tt27330026 ,Dhak Dhak                                                 ,     2023 ,          6.3 ,2.3K
tt30073158 ,Dhakshina                                                 ,     2024 ,          8.3 ,5.1K
tt0845448  ,Dhamaal                                                   ,     2007 ,          7.5 ,20K
tt13510660 ,Dhamaka                                                   ,     2021 ,          6.7 ,43K
tt15685876 ,Dhamaka                                                   ,     2022 ,          6.2 ,5.4K
tt15975756 ,Dhamki                                                    ,     2021 ,          7.9 ,2K
tt7166310  ,Dhananjay                                                 ,     2017 ,          7.9 ,1.1K
tt4354740  ,Dharam Sankat Mein                                        ,     2015 ,          6.3 ,2.5K
tt20420938 ,Dharani Mandala Madhyadolage                              ,     2022 ,          6.4 ,1.2K
tt5934894  ,Dharma Durai                                              ,     2016 ,          7.5 ,2.6K
tt12581150 ,Dharmajuddha                                              ,     2022 ,          6.8 ,1.3K
tt19879660 ,Dharmaveer                                                ,     2022 ,          7.9 ,2.2K
tt0807943  ,Dhee                                                      ,     2007 ,          7.2 ,5.5K
tt0807944  ,Dheena                                                    ,     2001 ,          7.1 ,2.9K
tt21248674 ,Dheera                                                    ,     2024 ,          8   ,1.3K
tt33504364 ,Dheera Bhagat Roy                                         ,     2024 ,          7.9 ,1.1K
tt0375705  ,Dhill                                                     ,     2001 ,          7   ,1.1K
tt28608283 ,Dhimahi                                                   ,     2023 ,          7.6 ,2.1K
tt10644708 ,Dhokha                                                    ,     2022 ,          6.2 ,12K
tt0995035  ,Dhol                                                      ,     2007 ,          6.6 ,8.3K
tt0362548  ,Dhool                                                     ,     2003 ,          7.2 ,1.7K
tt0422091  ,Dhoom                                                     ,     2004 ,          6.6 ,23K
tt0441048  ,Dhoom 2                                                   ,     2006 ,          6.6 ,31K
tt21194868 ,Dhoom Dhaam                                               ,     2025 ,          6.4 ,4.5K
tt32546023 ,Dhoom Dhaam                                               ,     2024 ,          6.9 ,3.8K
tt6027478  ,Dhruva                                                    ,     2016 ,          7.7 ,8.4K
tt0271459  ,Dhruvam                                                   ,     1993 ,          8.1 ,2.1K
tt6380520  ,Dhuruvangal Pathinaaru                                    ,     2016 ,          8.2 ,18K
tt11235142 ,Dia                                                       ,     2020 ,          8   ,7.4K
tt2146836  ,Diamond Necklace                                          ,     2012 ,          7.2 ,2.2K
tt12747570 ,Diary                                                     ,     2022 ,          7.2 ,2.5K
tt21618368 ,Die Hard Fan                                              ,     2022 ,          7.5 ,2.1K
tt11143400 ,Dikkiloona                                                ,     2021 ,          6.2 ,2.3K
tt0099429  ,Dil                                                       ,     1990 ,          6.6 ,5.9K
tt8110330  ,Dil Bechara                                               ,     2020 ,          8.3 ,136K
tt0292490  ,Dil Chahta Hai                                            ,     2001 ,          8   ,78K
tt4110568  ,Dil Dhadakne Do                                           ,     2015 ,          7   ,21K
tt1099196  ,Dil Dosti Etc                                             ,     2007 ,          6.9 ,3K
tt0101733  ,Dil Hai Ki Manta Nahin                                    ,     1991 ,          7.2 ,4.8K
tt0164538  ,Dil Se..                                                  ,     1998 ,          7.5 ,32K
tt0118983  ,Dil To Pagal Hai                                          ,     1997 ,          7   ,25K
tt28335128 ,Dilse                                                     ,     2023 ,          6.9 ,1.3K
tt0112870  ,Dilwale Dulhania Le Jayenge                               ,     1995 ,          8   ,80K
tt27598618 ,Dinosaurs                                                 ,     2023 ,          6.4 ,2.2K
tt32368060 ,Dirty Fellow                                              ,     2024 ,          6.9 ,3.8K
tt0208903  ,Disco Dancer                                              ,     1982 ,          6.5 ,1.8K
tt9664732  ,Disco Raja                                                ,     2020 ,          6.1 ,1.7K
tt0069737  ,Distant Thunder                                           ,     1973 ,          7.9 ,1.8K
tt0050322  ,Do Ankhen Barah Haath                                     ,     1957 ,          8.4 ,1.9K
tt0080638  ,Do Aur Do Paanch                                          ,     1980 ,          6.8 ,1.1K
tt15576290 ,Do Aur Do Pyaar                                           ,     2024 ,          6.6 ,12K
tt0045693  ,Do Bigha Zamin                                            ,     1953 ,          8.3 ,2.4K
tt1714832  ,Do Dooni Chaar                                            ,     2010 ,          7.5 ,6.1K
tt4857886  ,Do Lafzon Ki Kahani                                       ,     2016 ,          6.5 ,1.8K
tt28075881 ,Do Patti                                                  ,     2024 ,          6.4 ,68K
tt21439464 ,Dochevaarevarura                                          ,     2023 ,          7.2 ,2.3K
tt11374902 ,Doctor                                                    ,     2021 ,          7.4 ,20K
tt15169774 ,Doctor Bakshi                                             ,     2023 ,          7.9 ,1.3K
tt9054970  ,Doctor G                                                  ,     2022 ,          6.6 ,19K
tt14091152 ,Dollu                                                     ,     2022 ,          7.3 ,2.3K
tt0833444  ,Dombivli Fast                                             ,     2005 ,          8   ,1.2K
tt32887317 ,Dominic and the Ladies' Purse                             ,     2025 ,          7   ,2.7K
tt0461936  ,Don                                                       ,     2006 ,          7.2 ,42K
tt10709484 ,Don                                                       ,     2022 ,          6.8 ,12K
tt0077451  ,Don                                                       ,     1978 ,          7.7 ,13K
tt1285241  ,Don 2                                                     ,     2011 ,          7.1 ,60K
tt1692189  ,Don Seenu                                                 ,     2010 ,          6   ,1.1K
tt29354056 ,Don't Love                                                ,     2024 ,          7.9 ,1.5K
tt1756476  ,Dookudu                                                   ,     2011 ,          7.4 ,14K
tt11231440 ,Doordarshan                                               ,     2020 ,          6.1 ,4.4K
tt3230300  ,Doosukeltha                                               ,     2013 ,          6.2 ,4.2K
tt0824316  ,Dor                                                       ,     2006 ,          7.9 ,6.4K
tt1185420  ,Dostana                                                   ,     2008 ,          6.4 ,17K
tt0080653  ,Dostana                                                   ,     1980 ,          6.4 ,1.2K
tt0146645  ,Dosti                                                     ,     1964 ,          8.5 ,1.9K
tt15465194 ,Dr. 56                                                    ,     2022 ,          6.9 ,2.5K
tt0270321  ,Dr. Babasaheb Ambedkar                                    ,     2000 ,          8.8 ,2.9K
tt11963736 ,Dracula Sir                                               ,     2020 ,          7.4 ,2.1K
tt32080876 ,Dragon                                                    ,     2025 ,          8.3 ,3.2K
tt14715848 ,Dream Boy                                                 ,     2022 ,          6.7 ,1.6K
tt9248940  ,Dream Girl                                                ,     2019 ,          7   ,17K
tt34623304 ,Drinker Sai                                               ,     2024 ,          9.2 ,2.1K
tt4430212  ,Drishyam                                                  ,     2015 ,          8.2 ,100K
tt3417422  ,Drishyam                                                  ,     2013 ,          8.3 ,46K
tt15501640 ,Drishyam 2                                                ,     2022 ,          8.2 ,48K
tt12361178 ,Drishyam 2                                                ,     2021 ,          8.4 ,43K
tt9264336  ,Driving Licence                                           ,     2019 ,          7.2 ,4.3K
tt3810932  ,Drushyam                                                  ,     2014 ,          8.2 ,5.3K
tt14176094 ,Drushyam 2                                                ,     2021 ,          8.1 ,2.1K
tt0944195  ,Dubai Seenu                                               ,     2007 ,          6.5 ,1.2K
tt1737156  ,Dui Prithibi                                              ,     2010 ,          6.6 ,1.5K
tt0210659  ,Dulhe Raja                                                ,     1998 ,          6.8 ,3.5K
tt1618430  ,Dum Maaro Dum                                             ,     2011 ,          6.2 ,4.2K
tt3121604  ,Duniyadari                                                ,     2013 ,          7.6 ,2.2K
tt15428134 ,Dunki                                                     ,     2023 ,          6.5 ,81K
tt9537068  ,Durgeshgorer Guptodhon                                    ,     2019 ,          6.7 ,1K
tt0189492  ,Dushman                                                   ,     1998 ,          6.8 ,2.3K
tt6734984  ,Duvvada Jagannadham                                       ,     2017 ,          6   ,6.7K
tt10778840 ,Dwitiyo Purush                                            ,     2020 ,          6.1 ,2.8K
tt32480186 ,ED: Extra Decent                                          ,     2024 ,          6.3 ,2K
tt28226738 ,EVOL: A Love Story in Reverse                             ,     2024 ,          8.4 ,2.3K
tt6158988  ,Eagoler Chokh                                             ,     2016 ,          7.2 ,1.2K
tt9222962  ,Eakam                                                     ,     2021 ,          7.2 ,2.4K
tt0150433  ,Earth                                                     ,     1998 ,          7.6 ,8.2K
tt4328756  ,Ebar Shabor                                               ,     2015 ,          7.2 ,1.7K
tt16166052 ,Eda Thanunnado                                            ,     2021 ,          7.8 ,1K
tt2188733  ,Ee Adutha Kaalath                                         ,     2012 ,          7.7 ,1.1K
tt12071618 ,Ee Kathalo Paathralu Kalpitam                             ,     2021 ,          6.3 ,1.1K
tt8490894  ,Ee Nagaraniki Emaindi                                     ,     2018 ,          8   ,4.5K
tt0319337  ,Ee Parakkum Thalika                                       ,     2001 ,          7.5 ,1.3K
tt9343754  ,Eeb Allay Ooo!                                            ,     2019 ,          7.2 ,1.8K
tt5638270  ,Eedo Rakam Aado Rakam                                     ,     2016 ,          6.6 ,1.4K
tt2258337  ,Eega                                                      ,     2012 ,          7.7 ,29K
tt1670635  ,Eeram                                                     ,     2009 ,          7.6 ,1.9K
tt33700819 ,Eesaraina!?                                               ,     2024 ,          8.7 ,2.3K
tt13557090 ,Eesho                                                     ,     2022 ,          6.1 ,1.9K
tt12492650 ,Ek                                                        ,     2019 ,          6.6 ,3.8K
tt0995718  ,Ek Chalis Ki Last Local                                   ,     2007 ,          7.3 ,5.6K
tt0345177  ,Ek Doctor Ki Maut                                         ,     1990 ,          8.3 ,1.6K
tt0082314  ,Ek Duuje Ke Liye                                          ,     1981 ,          7.3 ,1.3K
tt0352314  ,Ek Hasina Thi                                             ,     2004 ,          7.5 ,8.1K
tt7822320  ,Ek Je Chhilo Raja                                         ,     2018 ,          7.2 ,1.6K
tt27208639 ,Ek Kori Prem Katha                                        ,     2024 ,          6.2 ,3.1K
tt2126282  ,Ekk Deewana Tha                                           ,     2012 ,          6.1 ,3.4K
tt6258486  ,Ekkadiki Pothavu Chinnavada                               ,     2016 ,          7.4 ,2.1K
tt0459605  ,Eklavya: The Royal Guard                                  ,     2007 ,          6   ,3.6K
tt8546144  ,Ekta                                                      ,     2019 ,          6.5 ,1K
tt15516546 ,Ela Veezha Poonchira                                      ,     2022 ,          7.3 ,2.7K
tt11295974 ,Ellam Sheriyakum                                          ,     2021 ,          6.1 ,1.9K
tt4047104  ,Enakkul Oruvan                                            ,     2015 ,          7.7 ,1.9K
tt3215518  ,Endrendrum Punnagai                                       ,     2013 ,          6.7 ,1.6K
tt2385073  ,Endukante... Premanta                                     ,     2012 ,          6   ,1.1K
tt13131186 ,Enemy                                                     ,     2021 ,          6.1 ,5.2K
tt2065924  ,Engeyum Eppodhum                                          ,     2011 ,          7.8 ,2.3K
tt15353644 ,English Manja                                             ,     2023 ,          7.8 ,1.1K
tt27671215 ,English Manju                                             ,     2023 ,          7.9 ,1.1K
tt2181931  ,English Vinglish                                          ,     2012 ,          7.8 ,41K
tt4888834  ,Ennu Ninte Moideen                                        ,     2015 ,          8   ,6K
tt29802145 ,Ennu Swantham Punyalan                                    ,     2025 ,          6.4 ,1.4K
tt9118870  ,Ente Ummante Peru                                         ,     2018 ,          6.7 ,1.1K
tt1305797  ,Enthiran                                                  ,     2010 ,          7.2 ,32K
tt25966332 ,Error 500                                                 ,     2023 ,          7.2 ,2.1K
tt10340562 ,Etharkkum Thunindhavan                                    ,     2022 ,          6.4 ,14K
tt0371667  ,Etharkum Thuninthavan                                     ,     1977 ,          8   ,1.1K
tt2877104  ,Ethir Neechal                                             ,     2013 ,          6.8 ,2.9K
tt10545484 ,Evaru                                                     ,     2019 ,          8.1 ,7.9K
tt5340534  ,Express Raja                                              ,     2016 ,          6.8 ,1.2K
tt5892746  ,Ezra                                                      ,     2017 ,          6.6 ,3.2K
tt8188610  ,F2: Fun and Frustration                                   ,     2019 ,          6.1 ,3.4K
tt11468258 ,FIR                                                       ,     2022 ,          6.9 ,4.8K
tt9799984  ,Falaknuma Das                                             ,     2019 ,          6.3 ,1K
tt11410312 ,Falimy                                                    ,     2023 ,          7.3 ,3K
tt32832440 ,Family Drama                                              ,     2024 ,          6   ,1.2K
tt3495026  ,Fan                                                       ,     2016 ,          6.8 ,50K
tt10867504 ,Fan                                                       ,     2019 ,          6.8 ,1.1K
tt0439662  ,Fanaa                                                     ,     2006 ,          7.1 ,36K
tt2827320  ,Fandry                                                    ,     2013 ,          8.2 ,2.7K
tt29301456 ,Farrey                                                    ,     2023 ,          6.2 ,6.6K
tt8396238  ,Farzand                                                   ,     2018 ,          8.1 ,1.8K
tt0964516  ,Fashion                                                   ,     2008 ,          6.9 ,13K
tt7458920  ,Faster Fene                                               ,     2017 ,          7.8 ,1.1K
tt27443234 ,Fatafati                                                  ,     2023 ,          7.3 ,1.7K
