tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt5491920  ,Sethupathi                                                ,     2016 ,          7.1 ,3.4K
tt0393724  ,Sethurama Iyer CBI                                        ,     2004 ,          7.2 ,1.4K
tt7469726  ,Shaadi Mein Zaroor Aana                                   ,     2017 ,          7.5 ,18K
tt0081491  ,Shaan                                                     ,     1980 ,          7   ,3.2K
tt30423063 ,Shaan                                                     ,     2023 ,          7.6 ,2.1K
tt3028362  ,Shabdo                                                    ,     2012 ,          8.1 ,1.5K
tt8983218  ,Shadaa                                                    ,     2019 ,          6.2 ,1.2K
tt1828289  ,Shagird                                                   ,     2011 ,          7   ,2.4K
tt9468400  ,Shah Jahan Regency                                        ,     2019 ,          6.6 ,1.3K
tt0093949  ,Shahenshah                                                ,     1988 ,          6.3 ,2.6K
tt2181831  ,Shahid                                                    ,     2012 ,          8.2 ,18K
tt6832682  ,Shahjahan                                                 ,     2001 ,          7.6 ,2.9K
tt27744786 ,Shaitaan                                                  ,     2024 ,          6.5 ,54K
tt1836912  ,Shaitan                                                   ,     2011 ,          7.2 ,9.1K
tt30890061 ,Shakhahaari                                               ,     2024 ,          7.5 ,1.3K
tt0331639  ,Shakthi: The Power                                        ,     2002 ,          6.1 ,5.5K
tt0084667  ,Shakti                                                    ,     1982 ,          7.6 ,2.5K
tt10964468 ,Shakuntala Devi                                           ,     2020 ,          6.1 ,9.9K
tt1830802  ,Shala                                                     ,     2011 ,          8.3 ,2K
tt3836958  ,Shamitabh                                                 ,     2015 ,          6.7 ,8.1K
tt2072227  ,Shanghai                                                  ,     2012 ,          7.2 ,11K
tt0408181  ,Shankar Dada MBBS                                         ,     2004 ,          7.6 ,2.1K
tt0088099  ,Sharaabi                                                  ,     1984 ,          7.3 ,3.3K
tt31188498 ,Sharathulu Varthisthai                                    ,     2024 ,          6.5 ,2.2K
tt9691290  ,Sharmajee Ki Beti                                         ,     2024 ,          6.3 ,5.1K
tt9098938  ,Sharmaji Namkeen                                          ,     2022 ,          7.5 ,11K
tt27621015 ,Shastry Viruddh Shastry                                   ,     2023 ,          6.9 ,2.4K
tt14650250 ,Shatagni - The Movie                                      ,     2021 ,          7.6 ,2K
tt6417204  ,Shatamanam Bhavati                                        ,     2017 ,          7   ,1.6K
tt1101665  ,Shaurya                                                   ,     2008 ,          7.3 ,5.5K
tt17274522 ,Sher Shivraj                                              ,     2022 ,          8.2 ,2.9K
tt15964308 ,Sherdil                                                   ,     2022 ,          6.6 ,3K
tt10741542 ,Sherni                                                    ,     2021 ,          6.8 ,12K
tt10295212 ,Shershaah                                                 ,     2021 ,          8.3 ,132K
tt4228378  ,Shhh!                                                     ,     1993 ,          8.6 ,1.4K
tt11314148 ,Shiddat                                                   ,     2021 ,          7.6 ,25K
tt1773764  ,Ship of Theseus                                           ,     2012 ,          8   ,8K
tt0248428  ,Shiva                                                     ,     1989 ,          8   ,4.1K
tt3771536  ,Shivaay                                                   ,     2016 ,          6.1 ,12K
tt11779616 ,Shivaji Surathkal                                         ,     2020 ,          7.1 ,2K
tt31711525 ,Shivam Bhaje                                              ,     2024 ,          7.9 ,3K
tt11536216 ,Shivan                                                    ,     2020 ,          7.4 ,1.2K
tt0105394  ,Shola Aur Shabnam                                         ,     1992 ,          6.5 ,1.3K
tt0073707  ,Sholay                                                    ,     1975 ,          8.1 ,60K
tt0220757  ,Shool                                                     ,     1999 ,          7.7 ,4.1K
tt11749480 ,Shooter                                                   ,     2022 ,          6.9 ,1.3K
tt0811066  ,Shootout at Lokhandwala                                   ,     2007 ,          7.1 ,11K
tt2301155  ,Shootout at Wadala                                        ,     2013 ,          6   ,7.8K
tt1916728  ,Shor in the City                                          ,     2010 ,          7.2 ,4.2K
tt0048613  ,Shree 420                                                 ,     1955 ,          7.9 ,3.1K
tt6971752  ,Shubh Mangal Savdhan                                      ,     2017 ,          6.9 ,11K
tt26235412 ,Shubh Nikah                                               ,     2023 ,          6.9 ,3.6K
tt19514578 ,Shubh Yatra                                               ,     2023 ,          7.5 ,1.5K
tt5141042  ,Shudhu Tomari Jonyo                                       ,     2015 ,          6.8 ,1.5K
tt2236494  ,Shudra the Rising                                         ,     2012 ,          8   ,1.2K
tt14430410 ,Shukra                                                    ,     2021 ,          7   ,1.5K
tt2522328  ,Shutter                                                   ,     2012 ,          7.7 ,1.1K
tt13349716 ,Shyam Singha Roy                                          ,     2021 ,          7.6 ,16K
tt27917467 ,Siddharth Roy                                             ,     2024 ,          6.4 ,2.9K
tt0070689  ,Siddhartha                                                ,     1972 ,          6.6 ,1.3K
tt0156079  ,Sigappu Rojakkal                                          ,     1978 ,          7.8 ,2.4K
tt31522415 ,Sikandar Ka Muqaddar                                      ,     2024 ,          6   ,24K
tt15561224 ,Sila Nerangalil Sila Manidhargal                          ,     2022 ,          8   ,1.1K
tt28500558 ,Silence 2: The Night Owl Bar Shootout                     ,     2024 ,          6.2 ,1.9K
tt13698928 ,Silence: Can You Hear It                                  ,     2021 ,          6.6 ,5.8K
tt31614983 ,Silk Saree                                                ,     2024 ,          8.3 ,1.5K
tt9614988  ,Sillu Karuppatti                                          ,     2019 ,          7.9 ,2.1K
tt0464071  ,Sillunu Oru Kaadhal                                       ,     2006 ,          7.1 ,4.2K
tt0083081  ,Silsila                                                   ,     1981 ,          7.2 ,3.3K
tt15576884 ,Simbaa                                                    ,     2024 ,          6   ,2.2K
tt1582604  ,Simha                                                     ,     2010 ,          6   ,2.2K
tt0375066  ,Simhadri                                                  ,     2003 ,          7.3 ,3.8K
tt3006576  ,Simple Agi Ondh Love Story                                ,     2013 ,          8   ,2.6K
tt21935486 ,Sindhooram                                                ,     2023 ,          6.5 ,1.6K
tt1655607  ,Singam                                                    ,     2010 ,          6.9 ,8.1K
tt2309600  ,Singam 2                                                  ,     2013 ,          6.4 ,7.8K
tt5323640  ,Singam 3                                                  ,     2017 ,          6   ,7.4K
tt23558124 ,Singapore Saloon                                          ,     2024 ,          6   ,1.2K
tt1948150  ,Singham                                                   ,     2011 ,          6.8 ,20K
tt10370116 ,Single Slipper Size - 7                                   ,     2019 ,          8.3 ,3.5K
tt32765621 ,Sipahi                                                    ,     2024 ,          7.3 ,14K
tt7142506  ,Sir                                                       ,     2018 ,          7.7 ,9.1K
tt26903465 ,Sir                                                       ,     2024 ,          8   ,1.8K
tt21935200 ,Siren                                                     ,     2024 ,          6.4 ,2.9K
tt24485052 ,Sirf Ek Bandaa Kaafi Hai                                  ,     2023 ,          8   ,30K
tt26493916 ,Sirimalle Puvva                                           ,     2023 ,          7.4 ,2.1K
tt1821607  ,Siruthai                                                  ,     2011 ,          6.2 ,2K
tt20850406 ,Sita Ramam                                                ,     2022 ,          8.5 ,75K
tt1496872  ,Siva Manasula Sakthi                                      ,     2009 ,          7.1 ,2K
tt0479751  ,Sivaji                                                    ,     2007 ,          7.6 ,23K
tt10334602 ,Sivappu Manjal Pachai                                     ,     2019 ,          7.1 ,2.2K
tt2976172  ,Sixteen                                                   ,     2013 ,          6.2 ,1.9K
tt21398196 ,Siya                                                      ,     2022 ,          7.5 ,6.6K
tt27056066 ,Sky Force                                                 ,     2025 ,          7.3 ,8.8K
tt22751230 ,Slum Dog Husband                                          ,     2023 ,          6.5 ,6.1K
tt0451919  ,Socha Na Tha                                              ,     2005 ,          7.4 ,8.1K
tt29041196 ,Sodara Sodarimanulara                                     ,     2023 ,          8.3 ,1.1K
tt5340522  ,Soggade Chinni Nayana                                     ,     2016 ,          6.3 ,1.7K
tt0211634  ,Soldier                                                   ,     1998 ,          6.3 ,3.6K
tt6613814  ,Solo                                                      ,     2017 ,          7   ,4.5K
tt0485486  ,Something Something... Unnakum Ennakum                    ,     2006 ,          7   ,1.4K
tt0072190  ,Sonar Kella                                               ,     1974 ,          8.3 ,2.9K
tt8108200  ,Sonchiriya                                                ,     2019 ,          7.9 ,13K
tt6078866  ,Soni                                                      ,     2018 ,          7.1 ,3.1K
tt7581902  ,Sonu Ke Titu Ki Sweety                                    ,     2018 ,          7.1 ,25K
tt2877108  ,Soodhu Kavvum                                             ,     2013 ,          8.3 ,12K
tt32495687 ,Sookshma Darshini                                         ,     2024 ,          7.8 ,9.1K
tt10189514 ,Soorarai Pottru                                           ,     2020 ,          8.7 ,127K
tt7690638  ,Soorma                                                    ,     2018 ,          7.3 ,5.8K
tt0214178  ,Sooryavansham                                             ,     1999 ,          6.4 ,4.2K
tt24485376 ,Soppana Sundari                                           ,     2023 ,          6.2 ,1K
tt27179695 ,Sorgavaasal                                               ,     2024 ,          6.6 ,1.3K
tt1327833  ,Sorry Bhai!                                               ,     2008 ,          6.2 ,1.1K
tt26690968 ,Sound Party                                               ,     2023 ,          6.2 ,2.3K
tt0292246  ,Spadikam                                                  ,     1995 ,          8.6 ,7.3K
tt20771990 ,Spark 1.0                                                 ,     2022 ,          7.6 ,2K
tt28526239 ,Spark: L.I.F.E.                                           ,     2023 ,          7.3 ,5.5K
tt2377938  ,Special 26                                                ,     2013 ,          8   ,61K
tt33241209 ,Speed 220                                                 ,     2024 ,          6.8 ,1K
tt2175672  ,Spirit                                                    ,     2012 ,          7.5 ,2.3K
tt6522546  ,Spyder                                                    ,     2017 ,          6.3 ,12K
tt10981304 ,Sreekaram                                                 ,     2021 ,          7.3 ,3.4K
tt1783377  ,Sri Rama Rajyam                                           ,     2011 ,          6.6 ,1.2K
tt13379908 ,Sridevi Soda Center                                       ,     2021 ,          6.2 ,1.1K
tt32495402 ,Srikakulam Sherlockholmes                                 ,     2024 ,          8.4 ,2.2K
tt23790740 ,Srikanth                                                  ,     2024 ,          7.4 ,14K
tt4727512  ,Srimanthudu                                               ,     2015 ,          7.5 ,14K
tt8066574  ,Srinivasa Kalyanam                                        ,     2018 ,          6.1 ,1.6K
tt30798502 ,Sriranga Neethulu                                         ,     2024 ,          7   ,2.2K
tt0366180  ,Stalin                                                    ,     2006 ,          6.1 ,1.7K
tt1907761  ,Stanley Ka Dabba                                          ,     2011 ,          7.8 ,7.8K
tt28539705 ,Star                                                      ,     2024 ,          6.5 ,2.2K
tt14418234 ,State of Siege: Temple Attack                             ,     2021 ,          7.6 ,9.9K
tt0049378  ,Stay Alert                                                ,     1956 ,          8.1 ,1.1K
tt24067986 ,Sthanarthi Sreekuttan                                     ,     2024 ,          8   ,1.5K
tt28489464 ,Stopwatch                                                 ,     2023 ,          6.9 ,1K
tt6620238  ,Story of an Egg                                           ,     2017 ,          7.9 ,1.7K
tt0150992  ,Straight from the Heart                                   ,     1999 ,          7.4 ,20K
tt8108202  ,Stree                                                     ,     2018 ,          7.5 ,45K
tt27510174 ,Stree 2: Sarkate Ka Aatank                                ,     2024 ,          6.9 ,41K
tt15876346 ,Street Light                                              ,     2021 ,          7.8 ,1.1K
tt6680730  ,Street Lights                                             ,     2018 ,          6   ,1.4K
tt1573482  ,Striker                                                   ,     2010 ,          6.9 ,1.1K
tt1283956  ,Student No. 1                                             ,     2001 ,          6.6 ,2.3K
tt0306855  ,Style                                                     ,     2001 ,          6.7 ,2.3K
tt5214394  ,Su Su Sudhi Vathmeekam                                    ,     2015 ,          7.7 ,1.9K
tt0056537  ,Subarnarekha                                              ,     1965 ,          7.3 ,1.4K
tt2152896  ,Subramaniapuram                                           ,     2008 ,          8.2 ,2.5K
tt7581572  ,Sudani from Nigeria                                       ,     2018 ,          8.1 ,5.3K
tt11173106 ,Sufna                                                     ,     2020 ,          8   ,2.3K
tt0079963  ,Suhaag                                                    ,     1979 ,          6.5 ,1.3K
tt7147540  ,Sui Dhaaga: Made in India                                 ,     2018 ,          6.8 ,9.6K
tt26733635 ,Sulaikha Manzil                                           ,     2023 ,          6.5 ,1.3K
tt4832640  ,Sultan                                                    ,     2016 ,          7.1 ,54K
tt11502940 ,Sulthan                                                   ,     2021 ,          6.2 ,5K
tt0274114  ,Summer in Bethlehem                                       ,     1998 ,          7.8 ,1.7K
tt6649794  ,Sunday Holiday                                            ,     2017 ,          7.2 ,1.6K
tt13421132 ,Sunny                                                     ,     2021 ,          6.7 ,6.4K
tt1807022  ,Super                                                     ,     2010 ,          8   ,2.8K
tt7485048  ,Super 30                                                  ,     2019 ,          7.9 ,39K
tt7019942  ,Super Deluxe                                              ,     2019 ,          8.2 ,19K
tt12953548 ,Super Sharanya                                            ,     2022 ,          6.4 ,2.3K
tt20413120 ,Suraapanam                                                ,     2022 ,          7   ,3.2K
tt18246876 ,Surabhi 70mm                                              ,     2022 ,          7.2 ,1.2K
tt26542515 ,Suvarna Sundari                                           ,     2023 ,          6.9 ,1.1K
tt16825828 ,Swa                                                       ,     2022 ,          7.7 ,1.2K
tt0367110  ,Swades                                                    ,     2004 ,          8.2 ,101K
tt28351127 ,Swag                                                      ,     2024 ,          7.7 ,3K
tt14606120 ,Swagatam                                                  ,     2021 ,          6.6 ,1.3K
tt2767354  ,Swamy Ra Ra                                               ,     2013 ,          7.3 ,1.4K
tt0173283  ,Swarg                                                     ,     1990 ,          6.7 ,1.8K
tt14753612 ,Swatantrya Veer Savarkar                                  ,     2024 ,          7.7 ,17K
tt7548570  ,Swathanthryam Ardharathriyil                              ,     2018 ,          7.4 ,1.7K
tt0090109  ,Swathi Muthyam                                            ,     1986 ,          8.5 ,1K
tt10133066 ,Swayamvada                                                ,     2019 ,          8   ,1.2K
tt7283064  ,Sye Raa Narasimha Reddy                                   ,     2019 ,          7.2 ,9K
tt0152836  ,Taal                                                      ,     1999 ,          6.6 ,6.2K
tt14986224 ,Taanakkaran                                               ,     2022 ,          8.1 ,3.5K
tt2229842  ,Table No. 21                                              ,     2013 ,          7.2 ,15K
tt5705876  ,Tadka                                                     ,     2022 ,          6.7 ,2.1K
tt7938336  ,Tagaru                                                    ,     2018 ,          7.9 ,2K
tt0361037  ,Tagore                                                    ,     2003 ,          7.9 ,3.2K
tt10840884 ,Taish                                                     ,     2020 ,          7.3 ,6.1K
tt6315524  ,Take Off                                                  ,     2017 ,          8.1 ,7.7K
tt35683447 ,Takita Tadimi Tandana                                     ,     2025 ,          8.3 ,1.1K
tt0307541  ,Takkari Donga                                             ,     2002 ,          6.6 ,1.7K
tt1787988  ,Talaash: The Answer Lies Within                           ,     2012 ,          7.3 ,47K
tt28970508 ,Tales of Mahanagara                                       ,     2023 ,          7.5 ,1.1K
tt3148502  ,Tamasha                                                   ,     2015 ,          7.4 ,34K
tt3982482  ,Tamiluku En Ondrai Aluthavum                              ,     2015 ,          7   ,1.1K
tt7329602  ,Tamizh Padam 2.0                                          ,     2018 ,          6.5 ,1.8K
tt0444913  ,Tango Charlie                                             ,     2005 ,          6.1 ,2.4K
tt8108274  ,Tanhaji: The Unsung Warrior                               ,     2020 ,          7.5 ,37K
tt28870064 ,Tantiram                                                  ,     2023 ,          6.9 ,4.1K
tt1694542  ,Tanu Weds Manu                                            ,     2011 ,          6.8 ,17K
tt2140465  ,Tanu Weds Manu Returns                                    ,     2015 ,          7.6 ,30K
tt19784004 ,Tapana                                                    ,     2022 ,          7   ,1.4K
tt4328934  ,Taramani                                                  ,     2017 ,          7.4 ,1.9K
tt27816768 ,Tarla                                                     ,     2023 ,          6.8 ,4.6K
tt15716552 ,Tatsama Tadbhava                                          ,     2023 ,          7.5 ,3.8K
tt15842056 ,Taxi                                                      ,     2023 ,          6.6 ,1.6K
tt0476884  ,Taxi No. 9 2 11: Nau Do Gyarah                            ,     2006 ,          7.3 ,11K
tt8047208  ,Taxiwala                                                  ,     2018 ,          6.8 ,4.2K
tt4814290  ,Te3n                                                      ,     2016 ,          7.2 ,14K
tt10888824 ,Teddy                                                     ,     2021 ,          6.4 ,3.5K
tt0061073  ,Teesri Manzil                                             ,     1966 ,          7.5 ,1.4K
tt30630336 ,Tekka                                                     ,     2024 ,          6.2 ,2.2K
tt4442758  ,Temper                                                    ,     2015 ,          7.4 ,8K
tt1629391  ,Tere Bin Laden                                            ,     2010 ,          7.2 ,11K
tt27459160 ,Teri Baaton Mein Aisa Uljha Jiya                          ,     2024 ,          6.2 ,54K
tt0096252  ,Tezaab                                                    ,     1988 ,          6.9 ,2.6K
tt6237966  ,Thaanaa Serndha Koottam                                   ,     2018 ,          6.3 ,6.6K
tt2271641  ,Thaandavam                                                ,     2012 ,          6.1 ,2.3K
tt7822438  ,Thadam                                                    ,     2019 ,          8.1 ,9.3K
tt20838498 ,Thai Massage                                              ,     2022 ,          6.2 ,2K
tt33184067 ,Thala                                                     ,     2025 ,          8.5 ,5.1K
tt2617676  ,Thalaivaa                                                 ,     2013 ,          6.3 ,12K
tt28377858 ,Thalakona                                                 ,     2024 ,          8.4 ,1K
tt0101649  ,Thalapathi                                                ,     1991 ,          8.5 ,14K
tt27510257 ,Thalavan                                                  ,     2024 ,          7.2 ,4.4K
tt0255641  ,Thalavattam                                               ,     1986 ,          7.9 ,1.4K
tt34442437 ,Thalli Manasu                                             ,     2025 ,          7.7 ,2.2K
tt11075264 ,Thallumaala                                               ,     2022 ,          6.9 ,6.4K
tt10187686 ,Thamaasha                                                 ,     2019 ,          7.7 ,1.3K
tt15779054 ,Thamasoma Jyothirgamaya                                   ,     2021 ,          8   ,2.2K
tt10468636 ,Thambi                                                    ,     2019 ,          6.7 ,2.8K
tt2613012  ,Thamizh Padam                                             ,     2010 ,          7.4 ,1.3K
tt0330977  ,Thamizhan                                                 ,     2002 ,          6   ,2.2K
tt0240084  ,Thammudu                                                  ,     1999 ,          7.9 ,3.7K
tt26733340 ,Thandatti                                                 ,     2023 ,          6.7 ,1K
tt27907811 ,Thandel                                                   ,     2025 ,          6.6 ,1.7K
tt5124096  ,Thanga Magan                                              ,     2015 ,          6   ,2.7K
tt2187248  ,Thanga Meengal                                            ,     2013 ,          7.9 ,1.1K
tt23018924 ,Thangalaan                                                ,     2024 ,          6.6 ,6.5K
tt4987556  ,Thani Oruvan                                              ,     2015 ,          8.4 ,23K
tt0237820  ,Thaniyavartanam                                           ,     1987 ,          8.9 ,3.4K
tt13350066 ,Thank You                                                 ,     2022 ,          6   ,1.5K
tt11086194 ,Thankam                                                   ,     2023 ,          7.1 ,3.9K
tt0483180  ,Thanmathra                                                ,     2005 ,          8.4 ,5.1K
tt10551608 ,Thanneermathan Dinangal                                   ,     2019 ,          7.8 ,3.8K
tt10964430 ,Thappad                                                   ,     2020 ,          7   ,27K
tt14479746 ,Thar                                                      ,     2022 ,          6.1 ,8.2K
tt1580704  ,That Girl in Yellow Boots                                 ,     2010 ,          6.6 ,4.2K
tt2248028  ,Thattathin Marayathu                                      ,     2012 ,          7.5 ,4.6K
tt26457210 ,The Accident                                              ,     2023 ,          7   ,2K
tt6986710  ,The Accidental Prime Minister                             ,     2019 ,          6   ,8.4K
tt27080561 ,The Adamant Girl                                          ,     2024 ,          6.6 ,1.4K
tt2635622  ,The Attacks of 26/11                                      ,     2013 ,          6.9 ,5.7K
tt0057277  ,The Big City                                              ,     1963 ,          8.3 ,5.2K
tt0457802  ,The Blue Umbrella                                         ,     2005 ,          7.3 ,2.2K
tt7180544  ,The Brawler                                               ,     2017 ,          8   ,9K
tt6277440  ,The Bride of Badrinath                                    ,     2017 ,          6.1 ,14K
tt0158534  ,The Burning Train                                         ,     1980 ,          7   ,1.8K
tt0076696  ,The Chess Players                                         ,     1977 ,          7.5 ,4.2K
tt0054073  ,The Cloud-Capped Star                                     ,     1960 ,          7.8 ,3.4K
tt15193162 ,The Conversion                                            ,     2022 ,          8.2 ,6.3K
tt0059348  ,The Coward                                                ,     1965 ,          7.6 ,2.5K
tt3973410  ,The Crow's Egg                                            ,     2014 ,          8.3 ,8K
tt35682880 ,The Devil's Chair                                         ,     2025 ,          7.9 ,1K
tt1954206  ,The Dirty Picture                                         ,     2011 ,          6.6 ,11K
tt11423784 ,The Disciple                                              ,     2020 ,          7.1 ,3.2K
tt6409416  ,The Elder One                                             ,     2019 ,          7.4 ,2.3K
tt0055724  ,The Expedition                                            ,     1962 ,          7.9 ,1.4K
tt31015496 ,The Fable                                                 ,     2024 ,          7.1 ,1.1K
tt27304247 ,The Face of the Faceless                                  ,     2023 ,          7.6 ,2.1K
tt6299040  ,The Ghazi Attack                                          ,     2017 ,          7.5 ,15K
tt5525650  ,The Goat Life                                             ,     2024 ,          7.1 ,47K
tt0053765  ,The Goddess                                               ,     1960 ,          7.7 ,3K
tt5996836  ,The Great Father                                          ,     2017 ,          6.8 ,8.1K
tt13299890 ,The Great Indian Kitchen                                  ,     2021 ,          8.1 ,11K
tt8396492  ,The Great Indian Road Movie                               ,     2019 ,          8.6 ,3.6K
tt23752842 ,The Heist                                                 ,     2024 ,          6.9 ,2K
tt0060742  ,The Hero                                                  ,     1966 ,          8.2 ,5.5K
tt0059417  ,The Holy Man                                              ,     1965 ,          7   ,1.8K
tt0087328  ,The Home and the World                                    ,     1984 ,          7.5 ,2K
tt32222964 ,The Indian Story                                          ,     2024 ,          8.4 ,1K
tt1620620  ,The Japanese Wife                                         ,     2010 ,          7.6 ,2.6K
tt10811166 ,The Kashmir Files                                         ,     2022 ,          8.5 ,576K
tt24268454 ,The Kerala Story                                          ,     2023 ,          6.9 ,74K
tt15354498 ,The Killer                                                ,     2021 ,          6.6 ,1.1K
tt0271595  ,The King                                                  ,     1995 ,          7.6 ,1.7K
tt0080856  ,The Kingdom of Diamonds                                   ,     1980 ,          8.8 ,3.2K
tt1039969  ,The Last Lear                                             ,     2007 ,          6.9 ,1.2K
tt0319736  ,The Legend of Bhagat Singh                                ,     2002 ,          8.1 ,18K
tt6937368  ,The Lift Boy                                              ,     2019 ,          7.2 ,3.1K
tt2350496  ,The Lunchbox                                              ,     2013 ,          7.8 ,63K
tt8055888  ,The Man Who Feels No Pain                                 ,     2018 ,          7.3 ,9.4K
tt31897917 ,The Mehta Boys                                            ,     2024 ,          7.2 ,2K
tt0051792  ,The Music Room                                            ,     1958 ,          7.8 ,7K
tt5005684  ,The New Classmate                                         ,     2015 ,          8.2 ,8.4K
tt0052046  ,The Philosopher's Stone                                   ,     1958 ,          7.6 ,1.4K
tt11591306 ,The Priest                                                ,     2021 ,          6   ,8.2K
tt3365690  ,The Reincarnate                                           ,     2014 ,          8   ,3.1K
tt3479858  ,The Royal Bengal Tiger                                    ,     2014 ,          6.8 ,1.1K
tt30889755 ,The Sabarmati Report                                      ,     2024 ,          6.4 ,24K
tt0151511  ,The Season                                                ,     1975 ,          7.9 ,1K
tt0108256  ,The Seventh Horse of the Sun                              ,     1992 ,          7.9 ,1K
tt34425112 ,The ShortCut                                              ,     2024 ,          7.8 ,1.8K
tt8902990  ,The Sky Is Pink                                           ,     2019 ,          7.6 ,10K
tt18305194 ,The Smile Man                                             ,     2024 ,          7.8 ,1.5K
tt1183946  ,The Stoneman Murders                                      ,     2009 ,          7.3 ,3.7K
tt0101279  ,The Stranger                                              ,     1991 ,          8   ,4.5K
tt8108268  ,The Tashkent Files                                        ,     2019 ,          8.1 ,36K
tt21983758 ,The Teacher                                               ,     2022 ,          6.3 ,14K
tt0169302  ,The Terrorist                                             ,     1998 ,          7   ,2.1K
tt0079938  ,The Touch                                                 ,     1980 ,          8   ,1K
tt29900584 ,The Trial                                                 ,     2023 ,          6.2 ,1.6K
tt15826210 ,The Trip                                                  ,     2021 ,          7.6 ,1.9K
tt23554840 ,The Vaccine War                                           ,     2023 ,          7.1 ,25K
tt3175038  ,The Villain                                               ,     2014 ,          6.6 ,24K
tt6571548  ,The White Tiger                                           ,     2021 ,          7.1 ,67K
tt3185772  ,The Wolf and the Goat                                     ,     2013 ,          8.1 ,3.1K
tt0052572  ,The World of Apu                                          ,     1959 ,          8.4 ,18K
tt0061474  ,The Zoo                                                   ,     1967 ,          7.2 ,1.2K
tt16027122 ,Theeram                                                   ,     2021 ,          7.7 ,2.1K
tt7060460  ,Theeran Adhigaram Ondru                                   ,     2017 ,          8.2 ,18K
tt7585270  ,Theevandi                                                 ,     2018 ,          6.6 ,1.7K
tt2568760  ,Theevram                                                  ,     2012 ,          6.4 ,1.4K
tt2889234  ,Theeya Velai Seiyyanum Kumaru                             ,     2013 ,          6.2 ,1.7K
tt3565264  ,Thegidi                                                   ,     2014 ,          7.6 ,3.2K
tt0262037  ,Thenali                                                   ,     2000 ,          7.5 ,2.7K
tt0334482  ,Thenkasipattanam                                          ,     2000 ,          7.6 ,1.2K
tt0255643  ,Thenmavin Kombath                                         ,     1994 ,          8.1 ,3.5K
tt31646879 ,Theppa Samudram                                           ,     2024 ,          7.4 ,1.6K
tt5440700  ,Theri                                                     ,     2016 ,          7.3 ,25K
tt15340824 ,Theru                                                     ,     2023 ,          6.6 ,1.1K
tt0105575  ,Thevar Magan                                              ,     1992 ,          8.7 ,8.4K
tt0924317  ,Thief of Yama                                             ,     2007 ,          7.2 ,4.9K
tt28140338 ,Thika Maka Thanda                                         ,     2023 ,          7.5 ,1.1K
tt0378873  ,Thilakkam                                                 ,     2003 ,          6.9 ,1.1K
tt0155265  ,Thillu Mullu                                              ,     1981 ,          8.5 ,3.9K
tt13310936 ,Thimmarusu: Assignment Vali                               ,     2021 ,          7.1 ,1.7K
tt12091980 ,Thinkalazhcha Nishchayam                                  ,     2021 ,          7.7 ,2.4K
tt3329774  ,Thira                                                     ,     2013 ,          7.3 ,1.2K
tt15576316 ,Thirgusomeese                                             ,     2021 ,          7   ,1.2K
tt0050870  ,Thirst                                                    ,     1957 ,          8.3 ,7.6K
tt27744719 ,Thiru.Manickam                                            ,     2024 ,          8.9 ,2.5K
tt11772746 ,Thiruchitrambalam                                         ,     2022 ,          7.9 ,17K
tt0108329  ,Thiruda Thiruda                                           ,     1993 ,          7.1 ,1.5K
tt3332304  ,Thirumalai                                                ,     2003 ,          7.2 ,3.2K
tt0475756  ,Thirupaachi                                               ,     2005 ,          6.5 ,5K
tt4881362  ,Thithi                                                    ,     2015 ,          8   ,2.9K
tt12299714 ,Thittam Irandu                                            ,     2021 ,          7.1 ,3K
tt0248547  ,Tholi Prema                                               ,     1998 ,          8.3 ,5.1K
tt7705790  ,Tholiprema                                                ,     2018 ,          7.2 ,3.8K
tt5906392  ,Thondi Muthalum Driksakshiyum                             ,     2017 ,          8   ,8.5K
tt4937812  ,Thoongaa Vanam                                            ,     2015 ,          6.9 ,2.7K
tt0249188  ,Thoovanathumbikal                                         ,     1987 ,          8.6 ,5.2K
tt0055508  ,Three Daughters                                           ,     1961 ,          7.9 ,1.8K
tt23804378 ,Three of Us                                               ,     2022 ,          7.5 ,4.8K
tt21818370 ,Thuglaq                                                   ,     2022 ,          7.4 ,2K
tt23875604 ,Thugs of Ramaghada                                        ,     2023 ,          7.7 ,1.3K
tt1517561  ,Thulladha Manamum Thullum                                 ,     1999 ,          8.3 ,6.9K
tt15163652 ,Thunivu                                                   ,     2023 ,          6.1 ,30K
tt2187153  ,Thuppakki                                                 ,     2012 ,          8.1 ,40K
tt7190460  ,Thupparivaalan                                            ,     2017 ,          7.5 ,5.7K
tt6267944  ,Ti Saddhya Kay Karte                                      ,     2017 ,          8   ,1.1K
tt5995602  ,Tiger                                                     ,     2017 ,          6.7 ,1.2K
tt9688874  ,Tiger Nageswara Rao                                       ,     2023 ,          6   ,4K
tt3004774  ,Tigers                                                    ,     2014 ,          7.2 ,1.9K
tt12986942 ,Tiki Taka                                                 ,     2020 ,          6.9 ,3K
tt5983262  ,Tikli and Laxmi Bomb                                      ,     2017 ,          7   ,7.3K
tt22987820 ,Tillu Square                                              ,     2024 ,          6.6 ,3.3K
tt3446426  ,Time Pass                                                 ,     2014 ,          7.6 ,1.7K
tt0105599  ,Tirangaa                                                  ,     1993 ,          6.8 ,2.3K
tt3019620  ,Titli                                                     ,     2014 ,          7.5 ,5.4K
tt5780034  ,Tiyaan                                                    ,     2017 ,          6.4 ,1.5K
tt5098128  ,To Father with Love                                       ,     2016 ,          7.5 ,12K
