IMDb ID,Primary Title,Original Title,Year,IMDb Rating,IMDb Votes,Letterboxd Avg Rating,Letterboxd Rating Count,Letterboxd URL
tt6114940,,,2016,6.2,1.2K,2.84,1602,https://letterboxd.com/tmdb/408475/
tt14989988,,,2023,6.5,3.4K,2.96,1691,https://letterboxd.com/tmdb/894200/
tt0255111,,,2000,6.5,8.4K,3.07,1661,https://letterboxd.com/tmdb/35064/
tt27330026,,,2023,6.3,2.3K,3.26,1295,https://letterboxd.com/tmdb/976827/
tt0845448,,,2007,7.5,20K,3.51,5446,https://letterboxd.com/tmdb/20413/
tt7166310,,,2017,7.9,1.1K,3.44,229,https://letterboxd.com/tmdb/471454/
tt13510660,,,2021,6.7,43K,2.69,3177,https://letterboxd.com/tmdb/767377/
tt15685876,,,2022,6.2,5.4K,2.63,2013,https://letterboxd.com/tmdb/888234/
tt30073158,,,2024,8.3,5.1K,0,0,https://letterboxd.com/tmdb/1365589/
tt4354740,,,2015,6.3,2.5K,3.19,410,https://letterboxd.com/tmdb/335392/
tt12581150,,,2022,6.8,1.3K,0,0,https://letterboxd.com/tmdb/718565/
tt5934894,,,2016,7.5,2.6K,3.45,2614,https://letterboxd.com/tmdb/373587/
tt0807943,,,2007,7.2,5.5K,3.43,676,https://letterboxd.com/tmdb/38628/
tt19879660,,,2022,7.9,2.2K,3.2,202,https://letterboxd.com/tmdb/976783/
tt0375705,,,2001,7,1.1K,3.28,647,https://letterboxd.com/tmdb/69666/
tt21248674,,,2024,8,1.3K,0,0,https://letterboxd.com/tmdb/1034187/
tt0807944,,,2001,7.1,2.9K,3.28,1168,https://letterboxd.com/tmdb/69401/
tt10644708,,,2022,6.2,12K,2.68,1027,https://letterboxd.com/tmdb/1005581/
tt0995035,,,2007,6.6,8.3K,3.28,2381,https://letterboxd.com/tmdb/19418/
tt0422091,,,2004,6.6,23K,2.98,9596,https://letterboxd.com/tmdb/17478/
tt0362548,,,2003,7.2,1.7K,3.32,1227,https://letterboxd.com/tmdb/69661/
tt0441048,,,2006,6.6,31K,3.39,15217,https://letterboxd.com/tmdb/14194/
tt32546023,,,2024,6.9,3.8K,0,0,https://letterboxd.com/tmdb/1383695/
tt0271459,,,1993,8.1,2.1K,3.5,654,https://letterboxd.com/tmdb/78681/
tt21194868,,,2025,6.4,4.5K,3.06,4064,https://letterboxd.com/tmdb/1201012/
tt6027478,,,2016,7.7,8.4K,3.35,2388,https://letterboxd.com/tmdb/410994/
tt6380520,,,2016,8.2,18K,3.71,4697,https://letterboxd.com/tmdb/414523/
tt11235142,,,2020,8,7.4K,3.31,3071,https://letterboxd.com/tmdb/672128/
tt12747570,,,2022,7.2,2.5K,3.16,2007,https://letterboxd.com/tmdb/807598/
tt2146836,,,2012,7.2,2.2K,3.33,1208,https://letterboxd.com/tmdb/141938/
tt11143400,,,2021,6.2,2.3K,2.87,1225,https://letterboxd.com/tmdb/865539/
tt0099429,,,1990,6.6,5.9K,3.07,876,https://letterboxd.com/tmdb/65683/
tt8110330,,,2020,8.3,136K,3.04,7919,https://letterboxd.com/tmdb/645484/
tt1099196,,,2007,6.9,3K,0,0,https://letterboxd.com/tmdb/20454/
tt0292490,,,2001,8,78K,3.65,15616,https://letterboxd.com/tmdb/14752/
tt4110568,,,2015,7,21K,3.7,18594,https://letterboxd.com/tmdb/338065/
tt0101733,,,1991,7.2,4.8K,3.34,626,https://letterboxd.com/tmdb/137439/
tt0164538,,,1998,7.5,32K,3.6,14449,https://letterboxd.com/tmdb/21210/
tt0118983,,,1997,7,25K,3.32,7360,https://letterboxd.com/tmdb/13986/
tt0208903,,,1982,6.5,1.8K,3.52,1508,https://letterboxd.com/tmdb/19887/
tt0050322,,,1957,8.4,1.9K,3.67,257,https://letterboxd.com/tmdb/72576/
tt0069737,,,1973,7.9,1.8K,3.81,1203,https://letterboxd.com/tmdb/113012/
tt27598618,,,2023,6.4,2.2K,0,0,https://letterboxd.com/tmdb/1153326/
tt0112870,,,1995,8,80K,3.95,29657,https://letterboxd.com/tmdb/19404/
tt0080638,,,1980,6.8,1.1K,3.33,215,https://letterboxd.com/tmdb/54442/
tt15576290,,,2024,6.6,12K,3.27,2068,https://letterboxd.com/tmdb/951015/
tt9664732,,,2020,6.1,1.7K,2.89,901,https://letterboxd.com/tmdb/535172/
tt1714832,,,2010,7.5,6.1K,3.39,1505,https://letterboxd.com/tmdb/53284/
tt0045693,,,1953,8.3,2.4K,3.77,1253,https://letterboxd.com/tmdb/54352/
tt4857886,,,2016,6.5,1.8K,3.17,248,https://letterboxd.com/tmdb/391766/
tt21439464,,,2023,7.2,2.3K,0,0,https://letterboxd.com/tmdb/1184930/
tt28075881,,,2024,6.4,68K,2.45,6494,https://letterboxd.com/tmdb/1148172/
tt11374902,,,2021,7.4,20K,3.33,9469,https://letterboxd.com/tmdb/673692/
tt15169774,,,2023,7.9,1.3K,0,0,https://letterboxd.com/tmdb/881935/
tt9054970,,,2022,6.6,19K,2.98,5993,https://letterboxd.com/tmdb/778625/
tt32887317,,,2025,7,2.7K,3.13,2996,https://letterboxd.com/tmdb/1303576/
tt14091152,,,2022,7.3,2.3K,0,0,https://letterboxd.com/tmdb/897677/
tt0461936,,,2006,7.2,42K,3.27,13538,https://letterboxd.com/tmdb/17501/
tt0833444,,,2005,8,1.2K,3.52,283,https://letterboxd.com/tmdb/227600/
tt10709484,,,2022,6.8,12K,2.79,7296,https://letterboxd.com/tmdb/895033/
tt0077451,,,1978,7.7,13K,3.62,2988,https://letterboxd.com/tmdb/33104/
tt29354056,,,2024,7.9,1.5K,0,0,https://letterboxd.com/tmdb/1414664/
tt1285241,,,2011,7.1,60K,3.14,10202,https://letterboxd.com/tmdb/41109/
tt1692189,,,2010,6,1.1K,3.14,757,https://letterboxd.com/tmdb/52944/
tt1756476,,,2011,7.4,14K,3.42,2744,https://letterboxd.com/tmdb/80276/
tt3230300,,,2013,6.2,4.2K,3.04,467,https://letterboxd.com/tmdb/241120/
tt11231440,,,2020,6.1,4.4K,0,0,https://letterboxd.com/tmdb/678798/
tt1185420,,,2008,6.4,17K,2.97,8321,https://letterboxd.com/tmdb/14071/
tt0824316,,,2006,7.9,6.4K,3.62,585,https://letterboxd.com/tmdb/44827/
tt0080653,,,1980,6.4,1.2K,3.2,421,https://letterboxd.com/tmdb/143844/
tt0146645,,,1964,8.5,1.9K,3.66,285,https://letterboxd.com/tmdb/172658/
tt15465194,,,2022,6.9,2.5K,0,0,https://letterboxd.com/tmdb/1036788/
tt32080876,,,2025,8.3,3.2K,3.62,14683,https://letterboxd.com/tmdb/1273049/
tt11963736,,,2020,7.4,2.1K,3.35,504,https://letterboxd.com/tmdb/718011/
tt14715848,,,2022,6.7,1.6K,0,0,https://letterboxd.com/tmdb/1228121/
tt34623304,,,2024,9.2,2.1K,0,0,https://letterboxd.com/tmdb/1407473/
tt0270321,,,2000,8.8,2.9K,3.64,444,https://letterboxd.com/tmdb/186110/
tt4430212,,,2015,8.2,100K,3.78,16909,https://letterboxd.com/tmdb/352173/
tt15501640,,,2022,8.2,48K,3.59,9881,https://letterboxd.com/tmdb/1029827/
tt3417422,,,2013,8.3,46K,4.01,8701,https://letterboxd.com/tmdb/244049/
tt12361178,,,2021,8.4,43K,3.67,11096,https://letterboxd.com/tmdb/706872/
tt9248940,,,2019,7,17K,2.99,4844,https://letterboxd.com/tmdb/579224/
tt9264336,,,2019,7.2,4.3K,3.28,3493,https://letterboxd.com/tmdb/656858/
tt14176094,,,2021,8.1,2.1K,3.47,913,https://letterboxd.com/tmdb/847767/
tt3810932,,,2014,8.2,5.3K,3.57,1016,https://letterboxd.com/tmdb/279450/
tt0210659,,,1998,6.8,3.5K,3.24,738,https://letterboxd.com/tmdb/54971/
tt0944195,,,2007,6.5,1.2K,3.32,720,https://letterboxd.com/tmdb/80926/
tt1737156,,,2010,6.6,1.5K,3.31,471,https://letterboxd.com/tmdb/244773/
tt1618430,,,2011,6.2,4.2K,3.12,452,https://letterboxd.com/tmdb/63006/
tt9537068,,,2019,6.7,1K,3.27,346,https://letterboxd.com/tmdb/605330/
tt15428134,,,2023,6.5,81K,3.05,24463,https://letterboxd.com/tmdb/960876/
tt0189492,,,1998,6.8,2.3K,3.3,291,https://letterboxd.com/tmdb/165068/
tt3121604,,,2013,7.6,2.2K,3.34,393,https://letterboxd.com/tmdb/237214/
tt28226738,,,2024,8.4,2.3K,0,0,https://letterboxd.com/tmdb/1329146/
tt6734984,,,2017,6,6.7K,2.68,3328,https://letterboxd.com/tmdb/443635/
tt10778840,,,2020,6.1,2.8K,3,907,https://letterboxd.com/tmdb/665671/
tt6158988,,,2016,7.2,1.2K,3.35,250,https://letterboxd.com/tmdb/433814/
tt32480186,,,2024,6.3,2K,3.12,1380,https://letterboxd.com/tmdb/1296484/
tt9222962,,,2021,7.2,2.4K,0,0,https://letterboxd.com/tmdb/925256/
tt0150433,,,1998,7.6,8.2K,3.59,1798,https://letterboxd.com/tmdb/7504/
tt4328756,,,2015,7.2,1.7K,3.32,322,https://letterboxd.com/tmdb/339745/
tt2188733,,,2012,7.7,1.1K,3.44,299,https://letterboxd.com/tmdb/115692/
tt12071618,,,2021,6.3,1.1K,0,0,https://letterboxd.com/tmdb/811949/
tt9343754,,,2019,7.2,1.8K,3.53,2533,https://letterboxd.com/tmdb/638665/
tt5638270,,,2016,6.6,1.4K,3.08,426,https://letterboxd.com/tmdb/392939/
tt2258337,,,2012,7.7,29K,3.82,16224,https://letterboxd.com/tmdb/148265/
tt0319337,,,2001,7.5,1.3K,3.55,1104,https://letterboxd.com/tmdb/194083/
tt1670635,,,2009,7.6,1.9K,3.45,1148,https://letterboxd.com/tmdb/66536/
tt8490894,,,2018,8,4.5K,3.83,4498,https://letterboxd.com/tmdb/532789/
tt13557090,,,2022,6.1,1.9K,2.91,445,https://letterboxd.com/tmdb/829675/
tt0995718,,,2007,7.3,5.6K,3.38,735,https://letterboxd.com/tmdb/14468/
tt0345177,,,1990,8.3,1.6K,3.63,828,https://letterboxd.com/tmdb/212051/
tt0352314,,,2004,7.5,8.1K,3.46,2059,https://letterboxd.com/tmdb/135199/
tt27208639,,,2024,6.2,3.1K,0,0,https://letterboxd.com/tmdb/1320404/
tt6258486,,,2016,7.4,2.1K,3.29,734,https://letterboxd.com/tmdb/426614/
tt0459605,,,2007,6,3.6K,3.1,480,https://letterboxd.com/tmdb/192675/
tt7822320,,,2018,7.2,1.6K,3.29,469,https://letterboxd.com/tmdb/547508/
tt0082314,,,1981,7.3,1.3K,3.48,328,https://letterboxd.com/tmdb/161792/
tt2126282,,,2012,6.1,3.4K,3.08,429,https://letterboxd.com/tmdb/91310/
tt15516546,,,2022,7.3,2.7K,3.55,5094,https://letterboxd.com/tmdb/879128/
tt4047104,,,2015,7.7,1.9K,3.42,1377,https://letterboxd.com/tmdb/307002/
tt11295974,,,2021,6.1,1.9K,2.87,477,https://letterboxd.com/tmdb/865826/
tt3215518,,,2013,6.7,1.6K,3.39,1733,https://letterboxd.com/tmdb/243706/
tt13131186,,,2021,6.1,5.2K,2.7,1904,https://letterboxd.com/tmdb/798803/
tt2385073,,,2012,6,1.1K,3.1,753,https://letterboxd.com/tmdb/153860/
tt2065924,,,2011,7.8,2.3K,3.5,1604,https://letterboxd.com/tmdb/79354/
tt4888834,,,2015,8,6K,3.59,2524,https://letterboxd.com/tmdb/360648/
tt29802145,,,2025,6.4,1.4K,3,236,https://letterboxd.com/tmdb/1200214/
tt9118870,,,2018,6.7,1.1K,3.14,910,https://letterboxd.com/tmdb/565688/
tt2181931,,,2012,7.8,41K,3.76,14145,https://letterboxd.com/tmdb/118628/
tt1305797,,,2010,7.2,32K,3.37,13066,https://letterboxd.com/tmdb/148284/
tt10340562,,,2022,6.4,14K,2.5,4022,https://letterboxd.com/tmdb/855397/
tt10545484,,,2019,8.1,7.9K,3.52,2859,https://letterboxd.com/tmdb/607310/
tt5340534,,,2016,6.8,1.2K,3.28,596,https://letterboxd.com/tmdb/378774/
tt2877104,,,2013,6.8,2.9K,3.34,2924,https://letterboxd.com/tmdb/151363/
tt8188610,,,2019,6.1,3.4K,2.8,1859,https://letterboxd.com/tmdb/566914/
tt11468258,,,2022,6.9,4.8K,3.06,1995,https://letterboxd.com/tmdb/667255/
tt9799984,,,2019,6.3,1K,3.3,1015,https://letterboxd.com/tmdb/590162/
tt5892746,,,2017,6.6,3.2K,3.12,1831,https://letterboxd.com/tmdb/428642/
tt11410312,,,2023,7.3,3K,3.41,7722,https://letterboxd.com/tmdb/1044558/
tt32832440,,,2024,6,1.2K,0,0,https://letterboxd.com/tmdb/1312573/
tt10867504,,,2019,6.8,1.1K,0,0,https://letterboxd.com/tmdb/715292/
tt3495026,,,2016,6.8,50K,2.91,11297,https://letterboxd.com/tmdb/377985/
tt0439662,,,2006,7.1,36K,3.38,9219,https://letterboxd.com/tmdb/8453/
tt2827320,,,2013,8.2,2.7K,3.8,2150,https://letterboxd.com/tmdb/230846/
tt8396238,,,2018,8.1,1.8K,0,0,https://letterboxd.com/tmdb/586552/
tt7458920,,,2017,7.8,1.1K,0,0,https://letterboxd.com/tmdb/484038/
tt0964516,,,2008,6.9,13K,3.03,3393,https://letterboxd.com/tmdb/19624/
tt29301456,,,2023,6.2,6.6K,3.13,486,https://letterboxd.com/tmdb/1185638/
tt10767976,,,2019,8.4,1.7K,0,0,https://letterboxd.com/tmdb/633559/
tt27679608,,,2025,7.3,18K,2.93,732,https://letterboxd.com/tmdb/955496/
tt31064317,,,2024,8.7,2.7K,0,0,https://letterboxd.com/tmdb/1400562/
tt2122340,,,2012,6.4,6.1K,3.12,1350,https://letterboxd.com/tmdb/118032/
tt27443234,,,2023,7.3,1.7K,0,0,https://letterboxd.com/tmdb/949024/
tt7159382,,,2017,7.4,6K,3.27,3291,https://letterboxd.com/tmdb/467649/
tt2417560,,,2012,7.3,3.7K,3.45,616,https://letterboxd.com/tmdb/161064/
tt34604827,,,2025,9.2,10K,0,0,https://letterboxd.com/tmdb/1398942/
tt1263679,,,2008,7.3,2.6K,3.58,820,https://letterboxd.com/tmdb/22241/
tt13818368,,,2024,6.2,52K,2.66,14049,https://letterboxd.com/tmdb/784651/
tt0248012,,,2000,6,4.6K,3.08,716,https://letterboxd.com/tmdb/56666/
tt5156746,,,2016,6.2,6.2K,2.81,1152,https://letterboxd.com/tmdb/426558/
tt10187680,,,2020,6.8,6.4K,2.92,4768,https://letterboxd.com/tmdb/676792/
tt1992138,,,2011,6.5,8.7K,3.02,1493,https://letterboxd.com/tmdb/75745/
tt15121860,,,2022,6.3,3.6K,3.02,583,https://letterboxd.com/tmdb/915867/
tt27219011,,,2024,7.2,2.3K,0,0,https://letterboxd.com/tmdb/1103593/
tt15145764,,,2022,7.3,35K,2.82,3703,https://letterboxd.com/tmdb/1041054/
tt0255178,,,1999,7.6,1.1K,3.45,642,https://letterboxd.com/tmdb/359559/
tt28568397,,,2023,6.5,2K,3.09,2217,https://letterboxd.com/tmdb/1160562/
tt2806788,,,2013,6.9,14K,3.21,3974,https://letterboxd.com/tmdb/199139/
tt0308280,,,2001,7.9,5.6K,3.5,2644,https://letterboxd.com/tmdb/108248/
tt27917168,,,2023,7,1.1K,0,0,https://letterboxd.com/tmdb/1306909/
tt33337007,,,2025,8,4.3K,0,0,https://letterboxd.com/tmdb/1415263/
tt6712014,,,2017,6.5,6.6K,3.03,1830,https://letterboxd.com/tmdb/454776/
tt13485172,,,2021,6.5,3.4K,2.89,340,https://letterboxd.com/tmdb/796758/
tt10290116,,,2022,6,1.6K,0,0,https://letterboxd.com/tmdb/691704/
tt2424988,,,2015,7,27K,2.82,3978,https://letterboxd.com/tmdb/337876/
tt27657791,,,2024,6.4,2K,3.18,3420,https://letterboxd.com/tmdb/886385/
tt1773441,,,2008,8.3,1.4K,3.6,374,https://letterboxd.com/tmdb/224568/
tt2304655,,,2012,7.1,7.5K,3.36,2089,https://letterboxd.com/tmdb/111836/
tt9670480,,,2019,6.2,2.4K,3.06,1001,https://letterboxd.com/tmdb/611054/
tt0284137,,,2001,7.3,16K,3.22,2055,https://letterboxd.com/tmdb/80156/
tt15437820,,,2024,6.9,1.1K,3.42,4396,https://letterboxd.com/tmdb/874763/
tt18561466,,,2022,6.7,1.2K,0,0,https://letterboxd.com/tmdb/961808/
tt1704144,,,2011,7.2,1.2K,3.4,1179,https://letterboxd.com/tmdb/59900/
tt12062432,,,2022,6.3,1.2K,0,0,https://letterboxd.com/tmdb/681169/
tt1583256,,,2008,8.3,3.8K,3.63,837,https://letterboxd.com/tmdb/80994/
tt15839898,,,2022,6.9,1.9K,0,0,https://letterboxd.com/tmdb/984518/
tt13801462,,,2023,6.7,8.5K,0,0,https://letterboxd.com/tmdb/1067209/
tt8914492,,,2019,6.9,8.6K,3.18,5415,https://letterboxd.com/tmdb/553456/
tt9675464,,,2019,7.6,4.9K,3.46,4289,https://letterboxd.com/tmdb/612402/
tt0459293,,,2007,7.3,1.8K,0,0,https://letterboxd.com/tmdb/38428/
tt0373856,,,2003,7.8,19K,3.44,1602,https://letterboxd.com/tmdb/46428/
tt1954470,,,2012,8.2,107K,4.01,24958,https://letterboxd.com/tmdb/117691/
tt0495032,,,2006,7.2,6.9K,3.32,1067,https://letterboxd.com/tmdb/38440/
tt11042658,,,2019,8.1,1K,3.58,1281,https://letterboxd.com/tmdb/641205/
tt10083340,,,2022,7.8,64K,3.81,33967,https://letterboxd.com/tmdb/664332/
tt0453671,,,2005,6.8,18K,3.11,3582,https://letterboxd.com/tmdb/19636/
tt21261388,,,2022,8.1,7.7K,3.86,6797,https://letterboxd.com/tmdb/973579/
tt11953248,,,2021,8.2,8.7K,3.79,5826,https://letterboxd.com/tmdb/678466/
tt27561663,,,2024,7.1,3.3K,3.24,8365,https://letterboxd.com/tmdb/1186312/
tt5832544,,,2017,6.3,2.8K,3.03,524,https://letterboxd.com/tmdb/434395/
tt27411198,,,2023,7.3,2.8K,3.16,3536,https://letterboxd.com/tmdb/1113470/
tt22207772,,,2023,6.4,1.8K,0,0,https://letterboxd.com/tmdb/1097586/
tt21617996,,,2022,6.5,2.8K,2.81,4087,https://letterboxd.com/tmdb/959163/
tt0097437,,,1989,8.3,3K,3.7,1629,https://letterboxd.com/tmdb/148808/
tt15491744,,,2021,7,1.3K,0,0,https://letterboxd.com/tmdb/1276595/
tt8590896,,,2018,7.7,17K,3.17,4787,https://letterboxd.com/tmdb/540468/
tt0327761,,,2002,6.2,1.2K,3.21,699,https://letterboxd.com/tmdb/69664/
tt9389802,,,2018,7.6,1.3K,3.45,378,https://letterboxd.com/tmdb/563916/
tt0482389,,,1993,7.8,2.8K,3.34,1323,https://letterboxd.com/tmdb/66530/
tt11189056,,,2019,6.9,1.5K,3.19,403,https://letterboxd.com/tmdb/649956/
tt5815940,,,2016,7.1,2.8K,3.29,1504,https://letterboxd.com/tmdb/400247/
tt29718448,,,2025,8,1.1K,0,0,https://letterboxd.com/tmdb/1199722/
tt1166100,,,2008,7.4,69K,3.4,18823,https://letterboxd.com/tmdb/14070/
tt0449951,,,2005,7.6,16K,3.6,4443,https://letterboxd.com/tmdb/69636/
tt0116407,,,1996,7.5,4.4K,3.37,534,https://letterboxd.com/tmdb/118632/
tt0475591,,,2004,7.4,1.2K,3.51,866,https://letterboxd.com/tmdb/63671/
tt0099652,,,1990,7.7,5.2K,3.36,563,https://letterboxd.com/tmdb/71308/
tt4683366,,,2016,6.2,5.5K,2.78,461,https://letterboxd.com/tmdb/381298/
tt0422320,,,2004,8.2,18K,3.92,7781,https://letterboxd.com/tmdb/63647/
tt27125266,,,2023,6.3,7.2K,2.98,617,https://letterboxd.com/tmdb/1040194/
tt33040269,,,2024,6.8,2.2K,0,0,https://letterboxd.com/tmdb/1327915/
tt0185335,,,1997,6.7,1.4K,0,0,https://letterboxd.com/tmdb/111978/
tt15944428,,,2023,7.5,13K,3.23,1340,https://letterboxd.com/tmdb/1158378/
tt18277182,,,2024,7.1,2.2K,3.77,15599,https://letterboxd.com/tmdb/1108828/
tt2436516,,,2013,6.7,16K,3.18,7017,https://letterboxd.com/tmdb/191562/
tt0813548,,,2006,7.9,1.8K,3.7,1476,https://letterboxd.com/tmdb/81051/
tt1421036,,,2010,6.6,1.8K,3.32,1756,https://letterboxd.com/tmdb/50093/
tt0190419,,,1998,7.2,12K,3.25,1071,https://letterboxd.com/tmdb/51216/
tt6221000,,,2017,7.4,2.8K,3.53,3101,https://letterboxd.com/tmdb/441182/
tt0353496,,,1991,8.6,4.5K,3.8,1858,https://letterboxd.com/tmdb/134474/
tt4909506,,,2016,8.6,3.8K,3.54,752,https://letterboxd.com/tmdb/402109/
tt6173990,,,2018,7.3,15K,3.1,2766,https://letterboxd.com/tmdb/478682/
tt32491624,,,2024,7.1,1.1K,0,0,https://letterboxd.com/tmdb/1383964/
tt29272469,,,2024,7.2,5.4K,3.16,6549,https://letterboxd.com/tmdb/1222140/
tt0079221,,,1979,8.5,21K,3.79,2350,https://letterboxd.com/tmdb/30066/
tt3524290,,,2014,7.6,1.1K,3.42,502,https://letterboxd.com/tmdb/252720/
tt2215477,,,2013,6.4,23K,3.54,12130,https://letterboxd.com/tmdb/235984/
tt0495034,,,2006,7.5,20K,3.38,6213,https://letterboxd.com/tmdb/19670/
tt11755300,,,2021,7.3,2.4K,3.06,217,https://letterboxd.com/tmdb/713037/
tt8504014,,,2019,6.8,23K,2.77,6798,https://letterboxd.com/tmdb/643534/
tt10017956,,,2019,6.8,2.8K,3.27,241,https://letterboxd.com/tmdb/592108/
tt7758160,,,2018,7.8,12K,3.51,3278,https://letterboxd.com/tmdb/540189/
tt26691319,,,2023,7.7,5.3K,3.53,8789,https://letterboxd.com/tmdb/1090969/
tt14438964,,,2022,6.7,10K,3.07,2392,https://letterboxd.com/tmdb/817866/
tt3075360,,,2013,7.5,3.2K,3.34,477,https://letterboxd.com/tmdb/267618/
tt0063023,,,1969,8.7,2.9K,3.97,1764,https://letterboxd.com/tmdb/135092/
tt10541028,,,2019,7.5,1.5K,0,0,https://letterboxd.com/tmdb/626939/
tt7128254,,,2017,6.4,1.1K,3.24,665,https://letterboxd.com/tmdb/465378/
tt4337414,,,2015,7.2,4.9K,3.19,1235,https://letterboxd.com/tmdb/279449/
tt16235128,,,2021,6.7,1.1K,0,0,https://letterboxd.com/tmdb/919977/
tt16077702,,,2022,6.5,11K,2.89,2360,https://letterboxd.com/tmdb/663457/
tt24223982,,,2024,7.4,4.1K,0,0,https://letterboxd.com/tmdb/1339528/
tt24701840,,,2023,7.6,1.1K,0,0,https://letterboxd.com/tmdb/1094455/
tt2819358,,,2013,7.1,1.8K,3.53,688,https://letterboxd.com/tmdb/213763/
tt2345561,,,2012,6.9,2.4K,3.21,1123,https://letterboxd.com/tmdb/105506/
tt15654332,,,2024,7.5,1.1K,0,0,https://letterboxd.com/tmdb/1206057/
tt16219768,,,2023,6.9,2K,0,0,https://letterboxd.com/tmdb/1187840/
tt15416668,,,2021,6.4,1.9K,0,0,https://letterboxd.com/tmdb/893487/
tt0067164,,,1971,7.2,1.2K,3.43,420,https://letterboxd.com/tmdb/231449/
tt0059246,,,1965,8.3,8.9K,3.82,1884,https://letterboxd.com/tmdb/80484/
tt5016442,,,2015,8.1,1.6K,0,0,https://letterboxd.com/tmdb/361083/
tt4934950,,,2015,8.1,39K,3.77,9320,https://letterboxd.com/tmdb/353464/
tt1261047,,,2009,8,16K,3.72,3789,https://letterboxd.com/tmdb/21625/
tt13369990,,,2022,8.3,2.1K,0,0,https://letterboxd.com/tmdb/1433325/
tt10333912,,,2020,6.3,14K,3.02,4088,https://letterboxd.com/tmdb/611356/
tt2395469,,,2019,7.9,45K,3.69,18274,https://letterboxd.com/tmdb/491625/
tt7479902,,,2018,7.8,1.5K,3.32,253,https://letterboxd.com/tmdb/515853/
tt2573750,,,2014,6,2.3K,3.11,356,https://letterboxd.com/tmdb/254420/
tt18951176,,,2023,7.6,5.7K,3.55,3216,https://letterboxd.com/tmdb/974792/
tt0247394,,,1965,6.9,1.8K,3.27,896,https://letterboxd.com/tmdb/82243/
tt10834986,,,2019,7.8,2.8K,3.33,689,https://letterboxd.com/tmdb/641304/
tt11905536,,,2023,6.5,6.8K,2.88,2157,https://letterboxd.com/tmdb/974025/
tt0107060,,,1993,6.1,1.1K,3.2,214,https://letterboxd.com/tmdb/165076/
tt0262455,,,1962,8.8,1.7K,3.72,427,https://letterboxd.com/tmdb/86146/
tt0140090,,,1991,8.2,3.4K,3.67,2254,https://letterboxd.com/tmdb/66359/
tt0497915,,,1998,7.3,11K,3.3,359,https://letterboxd.com/tmdb/141603/
tt5889462,,,2016,8.1,2.6K,3.57,1869,https://letterboxd.com/tmdb/411054/
tt0119239,,,1997,7.3,5.9K,3.29,953,https://letterboxd.com/tmdb/21906/
tt8374266,,,2018,6.8,1.3K,3.29,337,https://letterboxd.com/tmdb/532362/
tt10996896,,,2019,7.1,1.1K,3.34,921,https://letterboxd.com/tmdb/653852/
tt0499375,,,2007,7.7,26K,3.4,7254,https://letterboxd.com/tmdb/15772/
tt0133826,,,1997,8.5,3.7K,3.7,1121,https://letterboxd.com/tmdb/280254/
tt25400540,,,2024,6.6,4.4K,3.03,14130,https://letterboxd.com/tmdb/1068394/
tt4699202,,,2017,6.4,2.6K,3.3,941,https://letterboxd.com/tmdb/432140/
tt24787322,,,2023,6.6,1.1K,3.13,258,https://letterboxd.com/tmdb/927223/
tt13859494,,,2023,7.6,1.5K,3.36,211,https://letterboxd.com/tmdb/920026/
tt1438298,,,2010,7.4,20K,3.53,5709,https://letterboxd.com/tmdb/41518/
tt14279982,,,2022,7.1,7.5K,3.15,5610,https://letterboxd.com/tmdb/811945/
tt8364356,,,2018,7.9,1.6K,3.36,352,https://letterboxd.com/tmdb/532309/
tt11490170,,,2020,7.6,8.1K,3.34,5116,https://letterboxd.com/tmdb/678391/
tt15568218,,,2022,7.8,1.1K,0,0,https://letterboxd.com/tmdb/898937/
tt0272118,,,1971,6.9,1.4K,3.38,306,https://letterboxd.com/tmdb/304701/
tt9875128,,,2020,7,2K,3.35,298,https://letterboxd.com/tmdb/744181/
tt0362696,,,2003,7.6,3.2K,3.43,436,https://letterboxd.com/tmdb/114813/
tt8136908,,,2018,7.1,1K,0,0,https://letterboxd.com/tmdb/547650/
tt11112338,,,2020,6.1,1.7K,3.07,1134,https://letterboxd.com/tmdb/679247/
tt3390572,,,2014,8,59K,4.02,16519,https://letterboxd.com/tmdb/280795/
tt26885613,,,2024,7.2,1.7K,0,0,https://letterboxd.com/tmdb/1301258/
tt7527082,,,2018,7.7,1.4K,3.52,593,https://letterboxd.com/tmdb/559673/
tt3483612,,,2015,6.7,7.2K,3.13,1737,https://letterboxd.com/tmdb/339367/
tt0892874,,,2008,6,2.5K,3.12,377,https://letterboxd.com/tmdb/23848/
tt15433956,,,2024,7.7,29K,3.13,9558,https://letterboxd.com/tmdb/869760/
tt15333544,,,2024,8.2,1K,0,0,https://letterboxd.com/tmdb/1392524/
tt0488836,,,2005,8,2.1K,3.55,854,https://letterboxd.com/tmdb/16111/
tt0491775,,,2006,7.1,3.9K,3.31,1960,https://letterboxd.com/tmdb/81060/
tt5472758,,,2016,6.4,5.8K,3.11,1316,https://letterboxd.com/tmdb/406042/
tt1214961,,,2007,7.9,6.5K,3.62,1925,https://letterboxd.com/tmdb/199160/
tt8665624,,,2018,8.7,1.3K,0,0,https://letterboxd.com/tmdb/838647/
tt5304172,,,2015,6.7,1.1K,3.26,309,https://letterboxd.com/tmdb/392580/
tt22489564,,,2022,7.3,2.3K,0,0,https://letterboxd.com/tmdb/1032616/
tt7881550,,,2018,7.7,4.6K,3.51,1295,https://letterboxd.com/tmdb/598859/
